IMU θ,L_ENC,R_ENC,X,Y,θ,FWD,TURN
 -0.012,  16956,  21306,  0.048,  0.497, -1.638,  0.137, -0.022
 -0.012,  17094,  21443,  0.046,  0.474, -1.639,  0.131, -0.023
 -0.012,  17226,  21574,  0.045,  0.452, -1.640,  0.124, -0.021
 -0.012,  17352,  21698,  0.043,  0.430, -1.642,  0.119, -0.022
 -0.012,  17473,  21816,  0.042,  0.410, -1.645,  0.113, -0.021
 -0.012,  17586,  21929,  0.040,  0.391, -1.645,  0.108, -0.020
 -0.012,  17696,  22038,  0.039,  0.373, -1.646,  0.103, -0.019
 -0.012,  17802,  22144,  0.038,  0.355, -1.646,  0.098, -0.019
 -0.012,  17901,  22245,  0.036,  0.338, -1.644,  0.094, -0.020
 -0.012,  17998,  22342,  0.035,  0.322, -1.644,  0.089, -0.021
 -0.012,  18089,  22433,  0.034,  0.306, -1.644,  0.085, -0.021
 -0.012,  18177,  22522,  0.033,  0.291, -1.643,  0.081, -0.024
 -0.012,  18262,  22604,  0.032,  0.277, -1.646,  0.077, -0.025
 -0.012,  18341,  22684,  0.031,  0.264, -1.645,  0.073, -0.026
 -0.012,  18418,  22761,  0.030,  0.251, -1.645,  0.069, -0.028
 -0.012,  18492,  22833,  0.029,  0.239, -1.647,  0.066, -0.028
 -0.012,  18562,  22902,  0.028,  0.227, -1.648,  0.063, -0.029
 -0.012,  18627,  22967,  0.027,  0.216, -1.648,  0.060, -0.031
 -0.012,  18691,  23031,  0.026,  0.205, -1.648,  0.057, -0.031
 -0.012,  18753,  23091,  0.026,  0.195, -1.650,  0.054, -0.031
 -0.012,  18812,  23149,  0.025,  0.185, -1.652,  0.052, -0.034
 -0.012,  18870,  23205,  0.024,  0.175, -1.654,  0.049, -0.035
 -0.012,  18925,  23258,  0.023,  0.166, -1.656,  0.047, -0.036
 -0.012,  18976,  23308,  0.023,  0.158, -1.657,  0.044, -0.037
 -0.012,  19026,  23356,  0.022,  0.149, -1.659,  0.042, -0.038
 -0.012,  19072,  23402,  0.021,  0.142, -1.659,  0.040, -0.039
 -0.012,  19117,  23446,  0.021,  0.134, -1.660,  0.038, -0.039
 -0.012,  19161,  23487,  0.020,  0.127, -1.663,  0.036, -0.040
 -0.012,  19201,  23526,  0.019,  0.120, -1.664,  0.034, -0.042
 -0.012,  19242,  23563,  0.019,  0.114, -1.669,  0.032, -0.044
 -0.012,  19278,  23598,  0.018,  0.108, -1.670,  0.030, -0.045
 -0.012,  19318,  23634,  0.017,  0.102, -1.674,  0.029, -0.045
 -0.012,  19351,  23665,  0.017,  0.097, -1.676,  0.027, -0.045
 -0.012,  19383,  23695,  0.016,  0.091, -1.677,  0.026, -0.046
 -0.012,  19413,  23723,  0.016,  0.086, -1.680,  0.024, -0.046
